symbol,entry_time,exit_time,entry_price,exit_price,leverage,margin,pnl,pnl_pct,exit_reason,bars_held
RLCUSDT,2021-01-08 12:45:00,2021-01-08 20:45:00,1.2436,1.1422857142857143,3,75.0,-18.9197,-25.23,stop_loss,32
RLCUSDT,2021-02-14 10:00:00,2021-02-14 15:15:00,2.4613,2.253392857142857,3,72.1182,-18.8321,-26.11,stop_loss,21
RLCUSDT,2021-05-06 13:15:00,2021-05-06 18:15:00,5.4104,4.878742857142857,3,69.2512,-20.9449,-30.24,stop_loss,20
RLCUSDT,2021-05-09 04:45:00,2021-05-09 06:45:00,6.2048,7.4807,3,66.0689,40.183,60.82,take_profit,8
RLCUSDT,2021-05-09 21:45:00,2021-05-09 23:15:00,8.0594,10.2736,3,72.0577,58.746,81.53,take_profit,6
RLCUSDT,2021-05-10 16:45:00,2021-05-10 23:15:00,13.4298,11.389157142857144,3,80.8275,-37.4521,-46.34,stop_loss,26
RLCUSDT,2024-02-18 08:30:00,2024-02-19 15:45:00,3.5852,3.273007142857143,3,75.1624,-20.3059,-27.02,stop_loss,125
